epoch,loss,val_loss
1,0.688426421880722,0.6724903583526611
2,0.6791505527496338,0.6471080183982849
3,0.6657496309280395,0.6260392963886261
4,0.6470048975944519,0.5874914079904556
5,0.6230695343017578,0.5700659602880478
6,0.5968623900413513,0.5441140234470367
7,0.5703618341684341,0.5120246112346649
8,0.5395278882980347,0.5190055817365646
9,0.515583159327507,0.48451681435108185
10,0.5014759075641632,0.503599226474762
11,0.49016565024852754,0.4740787595510483
12,0.48615478217601776,0.46283651888370514
13,0.4855585879087448,0.4810723215341568
14,0.48291316151618957,0.47894909977912903
15,0.48153204619884493,0.4769671857357025
16,0.4797126257419586,0.4580959975719452
17,0.47942457258701326,0.46110738813877106
18,0.47550250113010406,0.4570692330598831
19,0.47466856777668,0.47957731783390045
20,0.4749326503276825,0.4989011138677597
21,0.47553720891475676,0.4689394384622574
22,0.47469983518123626,0.4686036854982376
23,0.4731954938173294,0.4645621329545975
24,0.4724033576250076,0.45645876228809357
25,0.4713143676519394,0.46492135524749756
26,0.4691442573070526,0.46763283014297485
27,0.4704502725601196,0.4582226127386093
28,0.4678478980064392,0.49347375333309174
29,0.46838519036769866,0.4679800122976303
30,0.470880840420723,0.4581589549779892
31,0.4658190953731537,0.4573441296815872
32,0.466694056391716,0.5111263990402222
33,0.4676058614253998,0.46292348206043243
34,0.46874545216560365,0.4544089734554291
35,0.4656887298822403,0.46363797783851624
36,0.4646629935503006,0.46375806629657745
37,0.46231098055839537,0.47503216564655304
38,0.4658585923910141,0.4738692492246628
39,0.46531688630580903,0.46551990509033203
40,0.4618069452047348,0.45864009857177734
41,0.464005201458931,0.46741169691085815
42,0.4620790797472,0.4569692760705948
43,0.4695256835222244,0.45780253410339355
44,0.4618480432033539,0.45566897094249725
45,0.46678845047950746,0.4738893657922745
46,0.4644719076156616,0.45855550467967987
47,0.4582405585050583,0.48453064262866974
48,0.4610052114725113,0.4706465154886246
49,0.45840105414390564,0.4531549662351608
50,0.46189737200737,0.45586344599723816
51,0.45937869548797605,0.4606170058250427
52,0.4559865885972977,0.47228512167930603
53,0.4532309329509735,0.4613166004419327
54,0.4567354130744934,0.4559011310338974
55,0.4526246494054794,0.46487200260162354
56,0.45319094479084016,0.47556331753730774
57,0.455261624455452,0.45804403722286224
58,0.45159872591495515,0.49922019243240356
59,0.45324679136276247,0.46131037175655365
60,0.45579703867435456,0.4691105782985687
61,0.4496767145395279,0.46711915731430054
62,0.4515502440929413,0.4684859812259674
63,0.45351349472999575,0.46134354174137115
64,0.4502465170621872,0.49929213523864746
65,0.4496716356277466,0.4589768201112747
66,0.4518998008966446,0.49189895391464233
67,0.45202923715114596,0.4736032336950302
68,0.4454428744316101,0.46549585461616516
69,0.4434934449195862,0.4640308916568756
70,0.444055255651474,0.5123275518417358
71,0.44848123371601106,0.46435360610485077
72,0.4465465623140335,0.46091340482234955
73,0.44596221029758454,0.47141440212726593
74,0.4447736746072769,0.46272653341293335
75,0.44582641899585723,0.4654671996831894
76,0.4468113100528717,0.48146624863147736
77,0.4482161766290665,0.4580249637365341
78,0.44522357761859893,0.4855082631111145
79,0.45080453634262085,0.45923253893852234
80,0.44809346258640287,0.46065445244312286
81,0.44045028924942015,0.4597089886665344
82,0.44008604049682615,0.46659834682941437
83,0.4403906178474426,0.45810361206531525
84,0.4386451596021652,0.5219506919384003
85,0.4437033313512802,0.46250253915786743
86,0.4397012501955032,0.4625468999147415
87,0.4397776001691818,0.4586004912853241
88,0.4363684457540512,0.48278696835041046
89,0.43849741280078885,0.4603932350873947
90,0.43840639412403104,0.4490324556827545
91,0.4310512715578079,0.48437125980854034
92,0.44077727854251864,0.47326408326625824
93,0.435125812292099,0.4817844033241272
94,0.43779590785503386,0.46605128049850464
95,0.43564203679561614,0.478273406624794
96,0.431668718457222,0.45126086473464966
97,0.43605956196784973,0.4767419397830963
98,0.42975969731807706,0.4681997001171112
99,0.43441895306110384,0.4556402564048767
100,0.4300332123041153,0.46673741936683655
101,0.43252152800559995,0.534403532743454
102,0.42797741800546646,0.4510662108659744
103,0.43537856042385104,0.463937446475029
104,0.4346105682849884,0.47336387634277344
105,0.4318266582489014,0.4602166414260864
106,0.4291222393512726,0.5126311480998993
107,0.43152606606483457,0.46494393050670624
108,0.4271684390306473,0.4658477008342743
109,0.42593563795089723,0.4623851925134659
110,0.42658070027828215,0.47252681851387024
111,0.4297853434085846,0.46272189915180206
112,0.4316231656074524,0.49648353457450867
113,0.42677672564983365,0.4977531135082245
114,0.43185324251651763,0.46116915345191956
115,0.4265541613101959,0.4572775214910507
116,0.42603752970695496,0.47761209309101105
117,0.43283773839473727,0.4638535976409912
118,0.42500763714313505,0.4633120000362396
119,0.4243257248401642,0.47379161417484283
120,0.42756775200366975,0.4714405685663223
121,0.42573474705219266,0.4718102961778641
122,0.4213819187879562,0.4634197801351547
123,0.42529067873954773,0.4605206996202469
124,0.4186207354068756,0.4772923141717911
125,0.4263503298163414,0.46582846343517303
126,0.4259667366743088,0.44947801530361176
127,0.4242280650138855,0.4584108591079712
128,0.4230956655740738,0.4572214335203171
129,0.42054658830165864,0.47291648387908936
130,0.4246426695585251,0.45297153294086456
131,0.4182209575176239,0.4543837755918503
132,0.4162589299678803,0.477474570274353
133,0.4196349567174911,0.4773720055818558
134,0.42332501858472826,0.46804097294807434
135,0.42240463495254515,0.45790819823741913
136,0.42184659361839294,0.47738300263881683
137,0.4186408466100693,0.46693824231624603
138,0.4268075555562973,0.46183788776397705
139,0.42056738168001173,0.46723759174346924
