epoch,loss,val_loss
1,57.80944149310772,49.724059104919434
2,47.68550784771259,43.107486724853516
3,39.54087829589844,35.748619079589844
4,34.96223479050856,33.68123531341553
5,33.31892336331881,32.72278833389282
6,31.370604881873497,32.6449875831604
7,30.73033934373122,32.561638832092285
8,30.401915770310623,32.37189435958862
9,29.500209221473106,30.749356746673584
10,28.867057066697342,30.432138919830322
11,28.524418610792893,32.491700172424316
12,28.08228434049166,30.913203716278076
13,26.661821071918194,30.516014575958252
14,25.70542496901292,30.268425464630127
15,25.195938257070686,29.492366313934326
16,25.076156029334435,29.91365623474121
17,24.45013559781588,29.698877811431885
18,24.489835005540115,29.17298173904419
19,23.799340174748348,29.60552740097046
20,23.69553301884578,29.038331985473633
21,23.20542159447303,29.007127285003662
22,23.35328777019794,28.900768756866455
23,22.651575088500977,30.49086570739746
24,22.998934672429012,29.33647871017456
25,22.994882877056416,29.68348455429077
26,22.65965432387132,28.85338068008423
27,22.172526873075046,28.472474098205566
28,22.202723576472355,29.184958457946777
29,21.835115432739258,28.74150037765503
30,22.08518409729004,28.67297601699829
31,21.642823732816257,28.025814533233643
32,21.633719517634464,28.931625843048096
33,21.462005908672626,28.87030839920044
34,21.54174305842473,28.483458042144775
35,21.307031044593224,28.764063358306885
36,21.32626225398137,28.540061950683594
37,21.221289267906776,28.070616722106934
38,21.06281676659217,28.568912982940674
39,21.033406771146336,28.375614166259766
40,21.033526493952824,28.35576581954956
41,21.072067700899563,28.363620281219482
42,20.961740493774414,28.108253479003906
43,20.929371760441708,28.657777309417725
44,20.783462671133186,28.00678014755249
45,20.869942298302284,28.079273223876953
46,20.700731864342323,28.4694881439209
47,20.74183229299692,28.63332748413086
48,20.816133499145508,28.00658130645752
49,20.482620679415188,28.111012935638428
50,20.48298850426307,28.63954734802246
51,20.539063673753006,28.13984251022339
52,20.521590746366062,27.70568084716797
53,20.486409407395584,28.060935497283936
54,20.429013912494366,28.34410524368286
55,20.393614548903244,27.868938446044922
56,20.432544708251953,28.037793159484863
57,20.295756119948166,28.021914958953857
58,20.40572635944073,28.027696132659912
59,20.214746475219727,28.36060619354248
60,20.197607187124397,27.636805534362793
61,20.12494835486779,27.62802267074585
62,20.006376413198616,27.80088758468628
63,20.035415649414062,27.926057815551758
64,19.984901281503532,27.981540203094482
65,19.904121252206657,27.699586391448975
66,19.91917448777419,28.10242509841919
67,19.8213624220628,28.047059059143066
68,20.01036687997671,27.844794273376465
69,19.813566207885742,28.099241733551025
70,19.908264306875374,27.57273006439209
71,19.82973157442533,27.55049991607666
72,19.871901732224686,27.802457332611084
73,19.778578684880184,27.952724933624268
74,19.628009355985203,27.845629692077637
75,19.79442258981558,27.71536684036255
76,19.69024526155912,27.962718963623047
77,19.588146943312424,27.708996295928955
78,19.659184969388523,27.621000289916992
79,19.53881967984713,27.869110584259033
80,19.589942345252403,27.93505048751831
81,19.514114820040188,27.550926685333252
82,19.626328248244064,27.73775625228882
83,19.563992133507362,27.672871589660645
84,19.57687862102802,27.66405487060547
85,19.46649536719689,27.257668495178223
86,19.51657720712515,27.93226718902588
87,19.3772035745474,27.63243007659912
88,19.23782099210299,27.507893562316895
89,19.32068575345553,27.92687749862671
90,19.236917349008415,27.315484523773193
91,19.232198128333458,27.313138484954834
92,19.316611510056717,27.466540813446045
93,19.213892276470478,27.055092811584473
94,19.193944931030273,27.542691707611084
95,19.160792570847732,27.294615268707275
96,19.163133914654072,27.641958713531494
97,19.12810076200045,27.603664875030518
98,19.077361473670372,27.601506233215332
99,19.127027218158428,27.754106044769287
100,19.150914852435772,27.425978183746338
101,19.119268564077522,27.652666568756104
102,19.02691356952374,27.58010482788086
103,19.02708919231708,27.356343746185303
104,18.880236258873573,27.488190174102783
105,18.94543765141414,27.724151611328125
106,18.99771631681002,27.578272342681885
107,18.88842039841872,27.277095794677734
108,18.950073095468376,27.017356872558594
109,18.806988642765926,27.473872184753418
110,18.792320544903095,27.583596229553223
111,18.86493228032039,27.32964563369751
112,18.85164627662072,27.56176519393921
113,18.82250800499549,27.332743644714355
114,18.760582263653095,27.366713523864746
115,18.803320958064152,27.736582279205322
116,18.8031068948599,27.671037197113037
117,18.764648584219124,27.474268436431885
118,18.855447915884163,27.353376388549805
119,18.729303506704476,27.35358762741089
120,18.704747126652645,27.66380023956299
121,18.62121890141414,27.38460922241211
122,18.702738541823166,27.446683406829834
123,18.548461033747746,27.01642942428589
124,18.54814309340257,27.549246788024902
125,18.54388853219839,27.257126331329346
126,18.54862271822416,27.607315063476562
127,18.528216435359074,27.721384048461914
128,18.55359796377329,27.555750370025635
129,18.59044544513409,27.087409496307373
130,18.530680289635292,27.407808303833008
131,18.55421433081994,27.725610733032227
132,18.470974555382362,27.975619792938232
133,18.558382474459133,27.589624881744385
134,18.591144561767578,27.41659450531006
135,18.468656099759617,27.921911239624023
136,18.517752720759464,27.454004287719727
137,18.47578738285945,27.391655445098877
